来源,所属区域,文章标题,发布日期,详情链接,抓取日期
SolarQuarter,南亚,"Bessco Power, Renergo Developers Launch Joint Venture for 1 GW Solar Projects in India and Nepal",2026-03-12,https://solarquarter.com/2026/03/12/bessco-power-renergo-developers-launch-joint-venture-for-1-gw-solar-projects-in-india-and-nepal/
SolarQuarter,全球/其他,Rajasthan Regulator Reviews RVUN Finances And Sets Tariff Framework For FY 2026–27,2026-03-12,https://solarquarter.com/2026/03/12/rajasthan-regulator-reviews-rvun-finances-and-sets-tariff-framework-for-fy-2026-27/
SolarQuarter,全球/其他,Wood Mackenzie and Let’s Share the Sun Install Solar and Storage System at Women’s Shelter in Puerto Rico,2026-03-12,https://solarquarter.com/2026/03/12/wood-mackenzie-and-lets-share-the-sun-install-solar-and-storage-system-at-womens-shelter-in-puerto-rico/
SolarQuarter,全球/其他,"RERC Approves ₹0.63 Crore SLDC Investment Plan For FY 2026–27, Rejects Major Grid Security Proposal In Rajasthan",2026-03-12,https://solarquarter.com/2026/03/12/rerc-approves-%e2%82%b90-63-crore-sldc-investment-plan-for-fy-2026-27-rejects-major-grid-security-proposal-in-rajasthan/
SolarQuarter,全球/其他,Sampann Utpadan Commissions 4 MW Solar Power Plant in Gujarat to Strengthen Energy Self-Sufficiency,2026-03-12,https://solarquarter.com/2026/03/12/sampann-utpadan-commissions-4-mw-solar-power-plant-in-gujarat-to-strengthen-energy-self-sufficiency/
SolarQuarter,全球/其他,Mufin Green Finance Approves Allotment Of 2.49 Crore Equity Shares And 76.5 Lakh Warrants To Strengthen Capital Base,2026-03-12,https://solarquarter.com/2026/03/12/mufin-green-finance-limited-approves-allotment-of-2-49-crore-equity-shares-and-76-5-lakh-warrants-to-strengthen-capital-base/
SolarQuarter,全球/其他,SECI Issues Tender For 1000 MW RTC Thermal Mimic Renewable Power Supply,2026-03-12,https://solarquarter.com/2026/03/12/seci-issues-tender-for-1000-mw-rtc-thermal-mimic-renewable-power-supply/
SolarQuarter,全球/其他,Advent Upgrade Solar and Marcel FoodSciences Commission 793.6 kWp Rooftop Solar System in Cebu,2026-03-12,https://solarquarter.com/2026/03/12/advent-upgrade-solar-and-marcel-foodsciences-commission-793-6-kwp-rooftop-solar-system-in-cebu/
SolarQuarter,全球/其他,Mauritania Advances Energy Transition with Planned 365 MW Power Plant in Nouakchott,2026-03-12,https://solarquarter.com/2026/03/12/mauritania-advances-energy-transition-with-planned-365-mw-power-plant-in-nouakchott/
SolarQuarter,全球/其他,Eastman Auto & Power Commissions 800 MW Solar PV Manufacturing Facility in Haryana,2026-03-12,https://solarquarter.com/2026/03/12/eastman-auto-power-commissions-800-mw-solar-pv-manufacturing-facility-in-haryana/
SolarQuarter,跨区域,"KEC International Secures ₹1,476 Crore T&D Orders Across India, Middle East, Africa and the Americas",2026-03-12,https://solarquarter.com/2026/03/12/kec-international-secures-%e2%82%b91476-crore-td-orders-across-india-middle-east-africa-and-the-americas/
SolarQuarter,全球/其他,Aerem Solutions Appoints Nilesh Malani as Executive Director to Lead Consumer Business and E-Commerce Strategy,2026-03-12,https://solarquarter.com/2026/03/12/aerem-solutions-appoints-nilesh-malani-as-executive-director-to-lead-consumer-business-and-e-commerce-strategy/
Electrive,全球/其他,DCB Energy builds truck charging network in Benelux,2026-03-12,https://www.electrive.com/2026/03/12/dcb-energy-builds-truck-charging-network-in-benelux/
Electrive,全球/其他,Electric truck charging: Booking across technical interfaces,2026-03-12,https://www.electrive.com/2026/03/12/e-truck-charging-booking-across-technical-interfaces/
PowerTechnology,全球/其他,Foresight to acquire NZ Clean Energy platform,2026-03-12,https://www.power-technology.com/news/foresight-to-acquire-nz-clean-energy-platform/
PowerTechnology,全球/其他,Arevon secures $920m for Nighthawk storage project in US,2026-03-12,https://www.power-technology.com/news/arevon-secures-920m-for-nighthawk/
PowerTechnology,全球/其他,Exus Renewables to provide asset management services for Texas solar projects,2026-03-12,https://www.power-technology.com/news/exus-renewables-asset-management-services/
PowerTechnology,全球/其他,Swift Current Energy sells Steel River project to Cypress Creek,2026-03-12,https://www.power-technology.com/news/swift-current-sells-steel-river-project-cypress-creek/
EnergyStorageNews,全球/其他,New Jersey state government advances 1GW of battery storage in energy affordability push,2026-03-12,https://www.energy-storage.news/new-jersey-state-government-advances-1gw-of-battery-storage-in-energy-affordability-push/
EnergyStorageNews,全球/其他,"US Roundup: Over US$2 billion of financing updates from Arevon, Primergy and Gridstor",2026-03-12,https://www.energy-storage.news/us-roundup-over-us2-billion-of-financing-updates-from-arevon-primergy-and-gridstor/
EnergyStorageNews,跨区域,"EU Roundup: 700MWh of BESS projects move forward in Germany, Belgium, France, Finland, Latvia and Portugal",2026-03-12,https://www.energy-storage.news/eu-roundup-700mwh-of-bess-projects-move-forward-in-germany-belgium-france-finland-latvia-and-portugal/
EnergyStorageNews,大洋洲,AGL’s Torrens Island BESS in South Australia hit by a second AEMO direction,2026-03-12,https://www.energy-storage.news/agls-torrens-island-bess-in-south-australia-hit-by-a-second-aemo-direction/
PVMagazine,东亚,Japan establishes national benchmarks for agrivoltaics as sites expand,2026-03-12,https://www.pv-magazine.com/2026/03/12/japan-establishes-national-benchmarks-for-agrivoltaics-as-sites-expand/
PVMagazine,全球/其他,Swift Solar acquires Meyer Burger assets to scale U.S. HJT and perovskite production,2026-03-12,https://www.pv-magazine.com/2026/03/12/swift-solar-acquires-meyer-burger-assets-to-scale-u-s-hjt-and-perovskite-production/
PVMagazine,南亚,Vikram Solar’s PowerHive unit launches VION lithium batteries in India,2026-03-12,https://www.pv-magazine.com/2026/03/12/vikram-solar-unit-powerhive-launches-vion-lithium-batteries-in-india/
PVMagazine,全球/其他,GoodWe introduces low-noise all-in-one storage system for rooftop PV,2026-03-12,https://www.pv-magazine.com/2026/03/12/goodwe-introduces-low-noise-all-in-one-storage-system-for-rooftop-pv/
PVMagazine,全球/其他,Heat pumps are transforming domestic hot water production – How to avoid hygiene risks?,2026-03-12,https://www.pv-magazine.com/2026/03/12/heat-pumps-are-transforming-domestic-hot-water-production-how-to-avoid-hygiene-risks/
PVMagazine,全球/其他,Toshiba rolls out AI-powered solar plant portfolio management platform,2026-03-12,https://www.pv-magazine.com/2026/03/12/toshiba-rolls-out-ai-powered-solar-plant-portfolio-management-platform/
PVMagazine,全球/其他,Research shows conventional solar arrays can support livestock grazing,2026-03-12,https://www.pv-magazine.com/2026/03/12/research-shows-conventional-solar-arrays-can-support-livestock-grazing/
PVMagazine,全球/其他,Russia adds around 100 MW of solar in 2025,2026-03-12,https://www.pv-magazine.com/2026/03/12/russia-adds-around-100-mw-of-solar-in-2025/
PVMagazine,南亚,India launches tender for 1 GW round-the-clock renewable power,2026-03-12,https://www.pv-magazine.com/2026/03/12/india-launches-tender-for-1-gw-round-the-clock-renewable-power/
PVMagazine,全球/其他,New simulation platform lets energy operators train against realistic cyberattacks,2026-03-12,https://www.pv-magazine.com/2026/03/12/new-simulation-platform-lets-energy-operators-train-against-realistic-cyberattacks/
PVMagazine,非洲南部,Debt-laden South African municipalities may turn to solar-plus-battery backup solutions,2026-03-12,https://www.pv-magazine.com/2026/03/12/debt-laden-south-african-municipalities-may-turn-to-solar-plus-battery-backup-solutions/
PVMagazine,全球/其他,Graphene could improve durability of perovskite solar cells,2026-03-12,https://www.pv-magazine.com/2026/03/12/graphene-could-improve-durability-of-perovskite-solar-cells/
PVMagazine,南亚,Eastman launches 800 MW solar module plant in India,2026-03-12,https://www.pv-magazine.com/2026/03/12/eastman-launches-800-mw-solar-module-plant-in-india/
PVMagazine,全球/其他,US solar installations reach 43 GW in 2025 despite slowdown,2026-03-12,https://www.pv-magazine.com/2026/03/12/us-solar-installations-reach-43-gw-in-2025-despite-slowdown/
PVMagazine,全球/其他,Antimony emerges as strong candidate dopant for Czochralski PV wafers,2026-03-12,https://www.pv-magazine.com/2026/03/12/antimony-emerges-as-strong-candidate-dopant-for-czochralski-pv-wafers/
PVTech,全球/其他,Swift Solar’s Meyer Burger asset purchase is ‘pivotal moment’ for US solar manufacturing,2026-03-12,https://www.pv-tech.org/swift-solar-acquires-meyer-burgers-assets-patents-pivotal-moment-us-solar-manufacturing/
PVTech,全球/其他,Primergy closes US$760 million refinancing for Gemini solar-plus-storage project,2026-03-12,https://www.pv-tech.org/primergy-closes-us760-million-refinancing-gemini-solar-plus-storage-project/
PVTech,全球/其他,Swift Solar acquires Meyer Burger’s US HJT manufacturing assets and patents,2026-03-12,https://www.pv-tech.org/swift-solar-acquires-us-hjt-manufacturing-assets-ip-patents-meyer-burger/
PVTech,全球/其他,Google finalises Intersect acquisition to bring data centre power in-house,2026-03-12,https://www.pv-tech.org/google-finalises-intersect-acquisition-to-bring-data-centre-power-in-house/
PVTech,北非及中东,Middle East energy shock prompts industry call for renewables acceleration,2026-03-12,https://www.pv-tech.org/middle-east-energy-shock-prompts-industry-call-for-renewables-acceleration/
PVTech,全球/其他,"Cypress Creek acquires 2.4GW solar, 720MW BESS project in Arkansas from Swift Current",2026-03-12,https://www.pv-tech.org/cypress-creek-acquires-2-4gw-solar-720mw-bess-steel-river-project-swift-current-energy/
PVTech,全球/其他,Top ten solar manufacturers shipped over 500GW of modules in 2025,2026-03-12,https://www.pv-tech.org/top-ten-solar-manufacturers-shipped-over-500gw-of-modules-in-2025/
PVTech,大洋洲,Australia’s AEMC proposes new standards to prevent data centre blackouts amid rising energy demand,2026-03-12,https://www.pv-tech.org/australias-aemc-proposes-new-standards-to-prevent-data-centre-blackouts-amid-rising-energy-demand/
PVTech,大洋洲,Foresight acquires 300MW New Zealand solar-plus-storage platform via AU$500 million invetsment,2026-03-12,https://www.pv-tech.org/foresight-acquires-300mw-new-zealand-solar-plus-storage-platform-via-au500-million-invetsment/
EnergyCapitalPow,西非,Pilot Gold Refinery Advances the DRC’s ASGM Formalization and Beneficiation Drive,2026-03-12,https://energycapitalpower.com/pilot-gold-refinery-advances-the-drcs-asgm-formalization-and-beneficiation-drive/
EnergyCapitalPow,非洲南部,$260M Chevron Sale Marks Energean’s Angola Expansion Move,2026-03-12,https://energycapitalpower.com/260m-chevron-sale-marks-energeans-angola-expansion-move/
EnergyCapitalPow,北非及中东,"Scatec, Aeolus Commission 60 MW Facility as Tunisia Ramps Up Renewables Expansion",2026-03-12,https://energycapitalpower.com/scatec-aeolus-commission-60-mw-facility-as-tunisia-ramps-up-renewables-expansion/
EnergyCapitalPow,全球/其他,Hormuz is Europe’s Gas Wake-Up Call – And North Africa’s Pipelines are the Strategic Hedge,2026-03-12,https://energycapitalpower.com/hormuz-is-europes-gas-wake-up-call-and-north-africas-pipelines-are-the-strategic-hedge/
EnergyCapitalPow,东非,Tanzania Breaks Ground on $274 Million Fuel Storage Expansion at Dar es Salaam Port,2026-03-12,https://energycapitalpower.com/tanzania-breaks-ground-on-274-million-fuel-storage-expansion-at-dar-es-salaam-port/
RenewEconomy,全球/其他,"New rules loom for home solar and batteries, as world’s biggest isolated grid tackles “unique challenge”",2026-03-12,https://reneweconomy.com.au/new-rules-loom-for-home-solar-and-batteries-as-worlds-biggest-isolated-grid-tackles-unique-challenge/?utm_source=rss&utm_medium=rss&utm_campaign=new-rules-loom-for-home-solar-and-batteries-as-worlds-biggest-isolated-grid-tackles-unique-challenge
RenewEconomy,全球/其他,“We are 80 pct renewable:” Wind and solar shield Gina Rinehart’s big lithium play from fossil fuel crisis,2026-03-12,https://reneweconomy.com.au/we-are-80-pct-renewable-wind-and-solar-shield-gina-rineharts-main-lithium-play-from-fossil-fuel-crisis/?utm_source=rss&utm_medium=rss&utm_campaign=we-are-80-pct-renewable-wind-and-solar-shield-gina-rineharts-main-lithium-play-from-fossil-fuel-crisis
RenewEconomy,全球/其他,Bowen allows dirty fuel into market to address petrol bowser shortfalls and amid fears of record high prices,2026-03-12,https://reneweconomy.com.au/bowen-allows-dirty-fuel-into-market-to-address-petrol-bowser-shortfalls-and-concerns-of-record-high-prices/?utm_source=rss&utm_medium=rss&utm_campaign=bowen-allows-dirty-fuel-into-market-to-address-petrol-bowser-shortfalls-and-concerns-of-record-high-prices
RenewEconomy,全球/其他,"Methane-leaking, koala-threatening coal mine gets all-clear in state where renewables projects are in limbo",2026-03-12,https://reneweconomy.com.au/methane-leaking-koala-threatening-coal-mine-gets-all-clear-in-state-where-renewables-projects-are-in-limbo/?utm_source=rss&utm_medium=rss&utm_campaign=methane-leaking-koala-threatening-coal-mine-gets-all-clear-in-state-where-renewables-projects-are-in-limbo
RenewEconomy,大洋洲,Why does an energy superpower like Australia still depend on global fossil fuels?,2026-03-12,https://reneweconomy.com.au/why-does-an-energy-superpower-like-australia-still-depend-on-global-fossil-fuels/?utm_source=rss&utm_medium=rss&utm_campaign=why-does-an-energy-superpower-like-australia-still-depend-on-global-fossil-fuels
RenewEconomy,全球/其他,Solar Insiders Podcast: How bushfires sparked a neighbourhood battery blueprint,2026-03-12,https://reneweconomy.com.au/solar-insiders-podcast-how-bushfires-sparked-a-neighbourhood-battery-blueprint/?utm_source=rss&utm_medium=rss&utm_campaign=solar-insiders-podcast-how-bushfires-sparked-a-neighbourhood-battery-blueprint
RenewEconomy,西欧,Kiwi’s new push into solar and battery hybrid projects on menu for UK renewable asset manager,2026-03-12,https://reneweconomy.com.au/kiwis-new-push-into-solar-and-battery-hybrid-projects-on-menu-for-uk-renewable-asset-manager/?utm_source=rss&utm_medium=rss&utm_campaign=kiwis-new-push-into-solar-and-battery-hybrid-projects-on-menu-for-uk-renewable-asset-manager
RenewEconomy,全球/其他,"Silicon, ingots, and wafers: Massive solar supply chain projects given priority by federal government",2026-03-12,https://reneweconomy.com.au/silicon-ingots-and-wafers-massive-solar-supply-chain-projects-given-priority-by-federal-government/?utm_source=rss&utm_medium=rss&utm_campaign=silicon-ingots-and-wafers-massive-solar-supply-chain-projects-given-priority-by-federal-government
RenewEconomy,全球/其他,Electricity bills to fall in state where renewables make up nearly half of generation mix,2026-03-12,https://reneweconomy.com.au/electricity-bills-to-fall-in-state-where-renewables-make-up-nearly-half-of-generation-mix/?utm_source=rss&utm_medium=rss&utm_campaign=electricity-bills-to-fall-in-state-where-renewables-make-up-nearly-half-of-generation-mix
